TransactionNo,Items,DateTime,Daypart,DayType
2587,Coffee,4/12/2016 11:24,Morning,Weekend
2587,Toast,4/12/2016 11:24,Morning,Weekend
2588,Bread,4/12/2016 11:35,Morning,Weekend
2588,Medialuna,4/12/2016 11:35,Morning,Weekend
2589,Hot chocolate,4/12/2016 11:47,Morning,Weekend
2589,Tea,4/12/2016 11:47,Morning,Weekend
2590,Bread,4/12/2016 11:49,Morning,Weekend
2590,Muffin,4/12/2016 11:49,Morning,Weekend
2591,Coffee,4/12/2016 11:53,Morning,Weekend
2591,Bread,4/12/2016 11:53,Morning,Weekend
2591,Coffee,4/12/2016 11:53,Morning,Weekend
2592,Farm House,4/12/2016 11:56,Morning,Weekend
2593,Coffee,4/12/2016 11:57,Morning,Weekend
2593,Coffee,4/12/2016 11:57,Morning,Weekend
2594,Bread,4/12/2016 12:04,Afternoon,Weekend
2594,Alfajores,4/12/2016 12:04,Afternoon,Weekend
2594,Cookies,4/12/2016 12:04,Afternoon,Weekend
2595,Coffee,4/12/2016 12:06,Afternoon,Weekend
2595,Medialuna,4/12/2016 12:06,Afternoon,Weekend
2595,Pastry,4/12/2016 12:06,Afternoon,Weekend
2595,Alfajores,4/12/2016 12:06,Afternoon,Weekend
2596,Bread,4/12/2016 12:13,Afternoon,Weekend
2596,Coffee,4/12/2016 12:13,Afternoon,Weekend
2597,Bread,4/12/2016 12:31,Afternoon,Weekend
2598,Coffee,4/12/2016 12:33,Afternoon,Weekend
2598,Truffles,4/12/2016 12:33,Afternoon,Weekend
2599,Coffee,4/12/2016 12:35,Afternoon,Weekend
2599,Fudge,4/12/2016 12:35,Afternoon,Weekend
2599,Fudge,4/12/2016 12:35,Afternoon,Weekend
2599,Bread,4/12/2016 12:35,Afternoon,Weekend
2600,Bread,4/12/2016 12:40,Afternoon,Weekend
2601,Coffee,4/12/2016 12:46,Afternoon,Weekend
2601,Bread,4/12/2016 12:46,Afternoon,Weekend
2602,Bread,4/12/2016 12:47,Afternoon,Weekend
2603,Coffee,4/12/2016 13:11,Afternoon,Weekend
2603,Medialuna,4/12/2016 13:11,Afternoon,Weekend
2603,Crepes,4/12/2016 13:11,Afternoon,Weekend
2603,Alfajores,4/12/2016 13:11,Afternoon,Weekend
2604,Coffee,4/12/2016 13:14,Afternoon,Weekend
2604,Coffee,4/12/2016 13:14,Afternoon,Weekend
2604,Cake,4/12/2016 13:14,Afternoon,Weekend
2605,Bread,4/12/2016 13:15,Afternoon,Weekend
2605,Coffee,4/12/2016 13:15,Afternoon,Weekend
2605,Cake,4/12/2016 13:15,Afternoon,Weekend
2605,Cookies,4/12/2016 13:15,Afternoon,Weekend
2606,Coffee,4/12/2016 13:18,Afternoon,Weekend
2607,Bread,4/12/2016 13:21,Afternoon,Weekend
2608,Farm House,4/12/2016 13:50,Afternoon,Weekend
2609,Bread,4/12/2016 13:58,Afternoon,Weekend
2610,Coffee,4/12/2016 14:03,Afternoon,Weekend
2610,Medialuna,4/12/2016 14:03,Afternoon,Weekend
2611,Hot chocolate,4/12/2016 14:07,Afternoon,Weekend
2611,Tea,4/12/2016 14:07,Afternoon,Weekend
2611,Coffee,4/12/2016 14:07,Afternoon,Weekend
2611,Coffee,4/12/2016 14:07,Afternoon,Weekend
2611,Cake,4/12/2016 14:07,Afternoon,Weekend
2612,Tea,4/12/2016 14:12,Afternoon,Weekend
2612,Hot chocolate,4/12/2016 14:12,Afternoon,Weekend
2612,Truffles,4/12/2016 14:12,Afternoon,Weekend
2613,Hot chocolate,4/12/2016 14:16,Afternoon,Weekend
2613,Hot chocolate,4/12/2016 14:16,Afternoon,Weekend
2613,Hot chocolate,4/12/2016 14:16,Afternoon,Weekend
2614,Coffee,4/12/2016 14:27,Afternoon,Weekend
2614,Coffee,4/12/2016 14:27,Afternoon,Weekend
2614,Coffee,4/12/2016 14:27,Afternoon,Weekend
2614,Sandwich,4/12/2016 14:27,Afternoon,Weekend
2614,Crepes,4/12/2016 14:27,Afternoon,Weekend
2615,Bread,4/12/2016 14:32,Afternoon,Weekend
2615,Crepes,4/12/2016 14:32,Afternoon,Weekend
2616,Bread,4/12/2016 14:40,Afternoon,Weekend
2616,Muffin,4/12/2016 14:40,Afternoon,Weekend
2616,Cake,4/12/2016 14:40,Afternoon,Weekend
2616,Coffee,4/12/2016 14:40,Afternoon,Weekend
2616,Medialuna,4/12/2016 14:40,Afternoon,Weekend
2617,Coffee,4/12/2016 14:41,Afternoon,Weekend
2618,Bread,4/12/2016 14:46,Afternoon,Weekend
2618,Coffee,4/12/2016 14:46,Afternoon,Weekend
2618,Cookies,4/12/2016 14:46,Afternoon,Weekend
2619,Medialuna,4/12/2016 14:50,Afternoon,Weekend
2619,Crepes,4/12/2016 14:50,Afternoon,Weekend
2620,Muffin,4/12/2016 14:52,Afternoon,Weekend
2621,Medialuna,4/12/2016 14:54,Afternoon,Weekend
2621,Tea,4/12/2016 14:54,Afternoon,Weekend
2622,Pastry,4/12/2016 15:02,Afternoon,Weekend
2623,Tea,4/12/2016 15:41,Afternoon,Weekend
2624,Coffee,4/12/2016 15:46,Afternoon,Weekend
2624,Scone,4/12/2016 15:46,Afternoon,Weekend
2624,Coffee,4/12/2016 15:46,Afternoon,Weekend
2625,Bread,4/12/2016 16:12,Afternoon,Weekend
2625,Coffee,4/12/2016 16:12,Afternoon,Weekend
2625,Coffee,4/12/2016 16:12,Afternoon,Weekend
2625,Coffee,4/12/2016 16:12,Afternoon,Weekend
2626,Truffles,4/12/2016 16:15,Afternoon,Weekend
2626,Tea,4/12/2016 16:15,Afternoon,Weekend
2627,Cookies,4/12/2016 16:19,Afternoon,Weekend
2627,Cookies,4/12/2016 16:19,Afternoon,Weekend
2628,Coffee,5/12/2016 8:25,Morning,Weekday
2629,Bread,5/12/2016 8:35,Morning,Weekday
2630,Coffee,5/12/2016 8:36,Morning,Weekday
2630,Bread,5/12/2016 8:36,Morning,Weekday
2630,Toast,5/12/2016 8:36,Morning,Weekday
2630,Pastry,5/12/2016 8:36,Morning,Weekday
2631,Coffee,5/12/2016 9:04,Morning,Weekday
2632,Muffin,5/12/2016 9:09,Morning,Weekday
2633,Bread,5/12/2016 9:19,Morning,Weekday
2634,Farm House,5/12/2016 9:20,Morning,Weekday
2635,Coffee,5/12/2016 9:22,Morning,Weekday
2636,Bread,5/12/2016 9:24,Morning,Weekday
2637,Bread,5/12/2016 9:25,Morning,Weekday
2638,Tea,5/12/2016 9:28,Morning,Weekday
2638,Coffee,5/12/2016 9:28,Morning,Weekday
2638,Pastry,5/12/2016 9:28,Morning,Weekday
2638,Alfajores,5/12/2016 9:28,Morning,Weekday
2639,Coffee,5/12/2016 9:33,Morning,Weekday
2639,Coffee,5/12/2016 9:33,Morning,Weekday
2639,Toast,5/12/2016 9:33,Morning,Weekday
2639,Medialuna,5/12/2016 9:33,Morning,Weekday
2640,Coffee,5/12/2016 9:33,Morning,Weekday
2641,Juice,5/12/2016 9:42,Morning,Weekday
2641,Tea,5/12/2016 9:42,Morning,Weekday
2641,Bread,5/12/2016 9:42,Morning,Weekday
2641,Medialuna,5/12/2016 9:42,Morning,Weekday
2642,Medialuna,5/12/2016 9:45,Morning,Weekday
2642,Coffee,5/12/2016 9:45,Morning,Weekday
2642,Toast,5/12/2016 9:45,Morning,Weekday
2643,Pastry,5/12/2016 9:46,Morning,Weekday
2643,Tea,5/12/2016 9:46,Morning,Weekday
2644,Farm House,5/12/2016 9:51,Morning,Weekday
2645,Coffee,5/12/2016 10:07,Morning,Weekday
2645,Coffee,5/12/2016 10:07,Morning,Weekday
2646,Coffee,5/12/2016 10:14,Morning,Weekday
2647,Coffee,5/12/2016 10:40,Morning,Weekday
2647,Coffee,5/12/2016 10:40,Morning,Weekday
2647,Muffin,5/12/2016 10:40,Morning,Weekday
2648,Coffee,5/12/2016 10:41,Morning,Weekday
2649,Coffee,5/12/2016 10:42,Morning,Weekday
2649,Muffin,5/12/2016 10:42,Morning,Weekday
2650,Coffee,5/12/2016 10:52,Morning,Weekday
2650,Sandwich,5/12/2016 10:52,Morning,Weekday
2651,Dulce de Leche,5/12/2016 10:56,Morning,Weekday
2651,Bread,5/12/2016 10:56,Morning,Weekday
2651,Coffee,5/12/2016 10:56,Morning,Weekday
2651,Pastry,5/12/2016 10:56,Morning,Weekday
2651,Bread,5/12/2016 10:56,Morning,Weekday
2652,Jam,5/12/2016 10:58,Morning,Weekday
2653,Coffee,5/12/2016 11:04,Morning,Weekday
2653,Coffee,5/12/2016 11:04,Morning,Weekday
2653,Medialuna,5/12/2016 11:04,Morning,Weekday
2654,Cookies,5/12/2016 11:09,Morning,Weekday
2654,Coffee,5/12/2016 11:09,Morning,Weekday
2654,Pastry,5/12/2016 11:09,Morning,Weekday
2655,Farm House,5/12/2016 12:14,Afternoon,Weekday
2656,Coffee,5/12/2016 12:26,Afternoon,Weekday
2657,Coffee,5/12/2016 12:33,Afternoon,Weekday
2659,Bread,5/12/2016 12:51,Afternoon,Weekday
2659,Pastry,5/12/2016 12:51,Afternoon,Weekday
2660,Juice,5/12/2016 12:56,Afternoon,Weekday
2660,Sandwich,5/12/2016 12:56,Afternoon,Weekday
2661,Coffee,5/12/2016 12:58,Afternoon,Weekday
2661,Coffee,5/12/2016 12:58,Afternoon,Weekday
2661,Alfajores,5/12/2016 12:58,Afternoon,Weekday
2662,Coffee,5/12/2016 13:11,Afternoon,Weekday
2662,Sandwich,5/12/2016 13:11,Afternoon,Weekday
2663,Bread,5/12/2016 13:30,Afternoon,Weekday
2664,Bread,5/12/2016 13:31,Afternoon,Weekday
2665,Bread,5/12/2016 13:40,Afternoon,Weekday
2665,Tea,5/12/2016 13:40,Afternoon,Weekday
2665,Medialuna,5/12/2016 13:40,Afternoon,Weekday
2666,Coffee,5/12/2016 13:46,Afternoon,Weekday
2666,Muffin,5/12/2016 13:46,Afternoon,Weekday
2667,Cake,5/12/2016 13:50,Afternoon,Weekday
2667,Tea,5/12/2016 13:50,Afternoon,Weekday
2668,Cookies,5/12/2016 13:52,Afternoon,Weekday
2668,Coffee,5/12/2016 13:52,Afternoon,Weekday
2669,Hearty & Seasonal,5/12/2016 14:04,Afternoon,Weekday
2669,Coke,5/12/2016 14:04,Afternoon,Weekday
2670,Coffee,5/12/2016 14:12,Afternoon,Weekday
2670,Coffee,5/12/2016 14:12,Afternoon,Weekday
2670,Muffin,5/12/2016 14:12,Afternoon,Weekday
2670,Sandwich,5/12/2016 14:12,Afternoon,Weekday
2671,Alfajores,5/12/2016 14:15,Afternoon,Weekday
2672,Alfajores,5/12/2016 14:30,Afternoon,Weekday
2673,Sandwich,5/12/2016 14:39,Afternoon,Weekday
2673,Coffee,5/12/2016 14:39,Afternoon,Weekday
2674,Hot chocolate,5/12/2016 14:43,Afternoon,Weekday
2674,Coffee,5/12/2016 14:43,Afternoon,Weekday
2674,Muffin,5/12/2016 14:43,Afternoon,Weekday
2674,Sandwich,5/12/2016 14:43,Afternoon,Weekday
2675,Muffin,5/12/2016 14:48,Afternoon,Weekday
2676,Coffee,5/12/2016 15:00,Afternoon,Weekday
2676,Tea,5/12/2016 15:00,Afternoon,Weekday
2676,Bread,5/12/2016 15:00,Afternoon,Weekday
2677,Coffee,5/12/2016 15:01,Afternoon,Weekday
2678,Bread,5/12/2016 15:13,Afternoon,Weekday
2678,Medialuna,5/12/2016 15:13,Afternoon,Weekday
2678,Cookies,5/12/2016 15:13,Afternoon,Weekday
2678,Tea,5/12/2016 15:13,Afternoon,Weekday
2679,Coffee,5/12/2016 15:27,Afternoon,Weekday
2680,Coffee,5/12/2016 15:45,Afternoon,Weekday
2680,Bread,5/12/2016 15:45,Afternoon,Weekday
2680,Coffee,5/12/2016 15:45,Afternoon,Weekday
2681,Alfajores,5/12/2016 16:23,Afternoon,Weekday
2681,Alfajores,5/12/2016 16:23,Afternoon,Weekday
2681,Coffee,5/12/2016 16:23,Afternoon,Weekday
2681,Sandwich,5/12/2016 16:23,Afternoon,Weekday
2681,Sandwich,5/12/2016 16:23,Afternoon,Weekday
2681,Bread,5/12/2016 16:23,Afternoon,Weekday
2682,Coffee,5/12/2016 16:53,Afternoon,Weekday
2682,Coffee,5/12/2016 16:53,Afternoon,Weekday
2682,Bread,5/12/2016 16:53,Afternoon,Weekday
2682,Cookies,5/12/2016 16:53,Afternoon,Weekday
2682,Medialuna,5/12/2016 16:53,Afternoon,Weekday
2682,Coffee,5/12/2016 16:53,Afternoon,Weekday
2683,Coffee,6/12/2016 8:11,Morning,Weekday
2683,Cookies,6/12/2016 8:11,Morning,Weekday
2684,Farm House,6/12/2016 8:26,Morning,Weekday
2685,Coffee,6/12/2016 8:58,Morning,Weekday
2686,Coke,6/12/2016 9:20,Morning,Weekday
2687,Coffee,6/12/2016 9:26,Morning,Weekday
2687,Bread,6/12/2016 9:26,Morning,Weekday
2688,Pastry,6/12/2016 9:27,Morning,Weekday
2688,Bread,6/12/2016 9:27,Morning,Weekday
2689,Coffee,6/12/2016 9:48,Morning,Weekday
2690,Hot chocolate,6/12/2016 9:50,Morning,Weekday
2690,Alfajores,6/12/2016 9:50,Morning,Weekday
2690,Bread,6/12/2016 9:50,Morning,Weekday
2690,Muffin,6/12/2016 9:50,Morning,Weekday
2691,Coffee,6/12/2016 9:51,Morning,Weekday
2692,Bread,6/12/2016 9:51,Morning,Weekday
2693,Coffee,6/12/2016 9:52,Morning,Weekday
2693,Coffee,6/12/2016 9:52,Morning,Weekday
2694,Coffee,6/12/2016 9:53,Morning,Weekday
2694,Coffee,6/12/2016 9:53,Morning,Weekday
2694,Medialuna,6/12/2016 9:53,Morning,Weekday
2695,Coffee,6/12/2016 9:54,Morning,Weekday
2696,Pastry,6/12/2016 10:15,Morning,Weekday
2696,Medialuna,6/12/2016 10:15,Morning,Weekday
2696,Bread,6/12/2016 10:15,Morning,Weekday
2697,Muffin,6/12/2016 10:18,Morning,Weekday
2697,Coffee,6/12/2016 10:18,Morning,Weekday
2697,Coffee,6/12/2016 10:18,Morning,Weekday
2698,Bread,6/12/2016 10:25,Morning,Weekday
2699,Bread,6/12/2016 10:28,Morning,Weekday
2700,Bread,6/12/2016 10:30,Morning,Weekday
2700,Coffee,6/12/2016 10:30,Morning,Weekday
2701,Bread,6/12/2016 10:45,Morning,Weekday
2701,Tea,6/12/2016 10:45,Morning,Weekday
2702,Bread,6/12/2016 10:49,Morning,Weekday
2702,Cookies,6/12/2016 10:49,Morning,Weekday
2702,Muffin,6/12/2016 10:49,Morning,Weekday
2703,Tea,6/12/2016 10:52,Morning,Weekday
2703,Coffee,6/12/2016 10:52,Morning,Weekday
2704,Medialuna,6/12/2016 10:54,Morning,Weekday
2704,Pastry,6/12/2016 10:54,Morning,Weekday
2704,Bread,6/12/2016 10:54,Morning,Weekday
2705,Coffee,6/12/2016 10:55,Morning,Weekday
2705,Alfajores,6/12/2016 10:55,Morning,Weekday
2706,Toast,6/12/2016 10:57,Morning,Weekday
2707,Coffee,6/12/2016 10:59,Morning,Weekday
2708,Tea,6/12/2016 11:03,Morning,Weekday
2709,Hot chocolate,6/12/2016 11:07,Morning,Weekday
2709,Medialuna,6/12/2016 11:07,Morning,Weekday
2710,Coffee,6/12/2016 11:07,Morning,Weekday
2710,Pastry,6/12/2016 11:07,Morning,Weekday
2711,Coffee,6/12/2016 11:08,Morning,Weekday
2712,Cake,6/12/2016 11:21,Morning,Weekday
2712,Bread,6/12/2016 11:21,Morning,Weekday
2713,Cake,6/12/2016 11:23,Morning,Weekday
2713,Coffee,6/12/2016 11:23,Morning,Weekday
2714,Coffee,6/12/2016 11:45,Morning,Weekday
2714,Hot chocolate,6/12/2016 11:45,Morning,Weekday
2714,Pastry,6/12/2016 11:45,Morning,Weekday
2715,Tea,6/12/2016 12:02,Afternoon,Weekday
2716,Bread,6/12/2016 12:07,Afternoon,Weekday
2717,Tea,6/12/2016 12:11,Afternoon,Weekday
2718,Bread,6/12/2016 12:24,Afternoon,Weekday
2718,Farm House,6/12/2016 12:24,Afternoon,Weekday
2719,Coffee,6/12/2016 12:24,Afternoon,Weekday
2720,Bread,6/12/2016 12:35,Afternoon,Weekday
2721,Bread,6/12/2016 12:39,Afternoon,Weekday
2722,Bread,6/12/2016 12:44,Afternoon,Weekday
2722,Cookies,6/12/2016 12:44,Afternoon,Weekday
2723,Coffee,6/12/2016 12:47,Afternoon,Weekday
2723,Bread,6/12/2016 12:47,Afternoon,Weekday
2724,Cookies,6/12/2016 12:50,Afternoon,Weekday
2724,Coffee,6/12/2016 12:50,Afternoon,Weekday
2725,Farm House,6/12/2016 13:02,Afternoon,Weekday
2726,Bread,6/12/2016 13:12,Afternoon,Weekday
2727,Coffee,6/12/2016 13:14,Afternoon,Weekday
2728,Coffee,6/12/2016 13:16,Afternoon,Weekday
2728,Tea,6/12/2016 13:16,Afternoon,Weekday
2728,Sandwich,6/12/2016 13:16,Afternoon,Weekday
2728,Muffin,6/12/2016 13:16,Afternoon,Weekday
2729,Coffee,6/12/2016 13:22,Afternoon,Weekday
2729,Bread,6/12/2016 13:22,Afternoon,Weekday
2729,Cake,6/12/2016 13:22,Afternoon,Weekday
2730,Bread,6/12/2016 13:36,Afternoon,Weekday
2731,Tea,6/12/2016 14:01,Afternoon,Weekday
2732,Tea,6/12/2016 14:02,Afternoon,Weekday
2732,Coffee,6/12/2016 14:02,Afternoon,Weekday
2733,Coffee,6/12/2016 14:10,Afternoon,Weekday
2734,Sandwich,6/12/2016 14:29,Afternoon,Weekday
2734,Tea,6/12/2016 14:29,Afternoon,Weekday
2734,Alfajores,6/12/2016 14:29,Afternoon,Weekday
2735,Coffee,6/12/2016 15:09,Afternoon,Weekday
2735,Mineral water,6/12/2016 15:09,Afternoon,Weekday
2735,Alfajores,6/12/2016 15:09,Afternoon,Weekday
2735,Cake,6/12/2016 15:09,Afternoon,Weekday
2735,Sandwich,6/12/2016 15:09,Afternoon,Weekday
2736,Coffee,6/12/2016 15:29,Afternoon,Weekday
2736,Bread,6/12/2016 15:29,Afternoon,Weekday
2737,Coffee,6/12/2016 15:30,Afternoon,Weekday
2738,Tea,6/12/2016 15:44,Afternoon,Weekday
2738,Cake,6/12/2016 15:44,Afternoon,Weekday
2739,Bread,6/12/2016 15:49,Afternoon,Weekday
2740,Cookies,6/12/2016 15:53,Afternoon,Weekday
2741,Coffee,6/12/2016 16:01,Afternoon,Weekday
2741,Juice,6/12/2016 16:01,Afternoon,Weekday
2742,Coffee,6/12/2016 16:22,Afternoon,Weekday
2742,Muffin,6/12/2016 16:22,Afternoon,Weekday
2742,Mineral water,6/12/2016 16:22,Afternoon,Weekday
2742,Juice,6/12/2016 16:22,Afternoon,Weekday
2743,Bread,6/12/2016 16:24,Afternoon,Weekday
2744,Bread,7/12/2016 8:38,Morning,Weekday
2745,Bread,7/12/2016 9:02,Morning,Weekday
2746,Bread,7/12/2016 9:15,Morning,Weekday
2746,Hot chocolate,7/12/2016 9:15,Morning,Weekday
2746,Juice,7/12/2016 9:15,Morning,Weekday
2746,Toast,7/12/2016 9:15,Morning,Weekday
2747,Coffee,7/12/2016 9:21,Morning,Weekday
2747,Cake,7/12/2016 9:21,Morning,Weekday
2747,Bread,7/12/2016 9:21,Morning,Weekday
2748,Coffee,7/12/2016 9:25,Morning,Weekday
2748,Toast,7/12/2016 9:25,Morning,Weekday
2749,Coffee,7/12/2016 9:26,Morning,Weekday
2749,Toast,7/12/2016 9:26,Morning,Weekday
2750,Tea,7/12/2016 9:27,Morning,Weekday
2751,Tea,7/12/2016 9:29,Morning,Weekday
2751,Toast,7/12/2016 9:29,Morning,Weekday
2751,Cookies,7/12/2016 9:29,Morning,Weekday
2752,Farm House,7/12/2016 10:11,Morning,Weekday
2753,Bread,7/12/2016 10:28,Morning,Weekday
2753,Cake,7/12/2016 10:28,Morning,Weekday
2754,Bread,7/12/2016 10:58,Morning,Weekday
2755,Coffee,7/12/2016 11:00,Morning,Weekday
2755,Coffee,7/12/2016 11:00,Morning,Weekday
2756,Tea,7/12/2016 11:01,Morning,Weekday
2756,Alfajores,7/12/2016 11:01,Morning,Weekday
2757,Bread,7/12/2016 11:02,Morning,Weekday
2758,Coffee,7/12/2016 11:03,Morning,Weekday
2759,Juice,7/12/2016 11:13,Morning,Weekday
2759,Coffee,7/12/2016 11:13,Morning,Weekday
2759,Tea,7/12/2016 11:13,Morning,Weekday
2760,Coffee,7/12/2016 11:28,Morning,Weekday
2760,Medialuna,7/12/2016 11:28,Morning,Weekday
2761,Bread,7/12/2016 11:41,Morning,Weekday
2762,Medialuna,7/12/2016 11:42,Morning,Weekday
2762,Coffee,7/12/2016 11:42,Morning,Weekday
2763,Cake,7/12/2016 12:03,Afternoon,Weekday
2763,Tea,7/12/2016 12:03,Afternoon,Weekday
2764,Bread,7/12/2016 12:07,Afternoon,Weekday
2764,Coffee,7/12/2016 12:07,Afternoon,Weekday
2765,Farm House,7/12/2016 12:08,Afternoon,Weekday
2766,Bread,7/12/2016 12:13,Afternoon,Weekday
2767,Farm House,7/12/2016 12:21,Afternoon,Weekday
2767,Crepes,7/12/2016 12:21,Afternoon,Weekday
2768,Bread,7/12/2016 12:29,Afternoon,Weekday
2769,Hot chocolate,7/12/2016 12:35,Afternoon,Weekday
2770,Coffee,7/12/2016 12:47,Afternoon,Weekday
2770,Coffee,7/12/2016 12:47,Afternoon,Weekday
2770,Hot chocolate,7/12/2016 12:47,Afternoon,Weekday
2770,Sandwich,7/12/2016 12:47,Afternoon,Weekday
2771,Sandwich,7/12/2016 12:56,Afternoon,Weekday
2772,Coffee,7/12/2016 12:57,Afternoon,Weekday
2772,Truffles,7/12/2016 12:57,Afternoon,Weekday
2773,Jam,7/12/2016 12:59,Afternoon,Weekday
2774,Bread,7/12/2016 13:08,Afternoon,Weekday
2775,Bread,7/12/2016 13:23,Afternoon,Weekday
2776,Sandwich,7/12/2016 13:35,Afternoon,Weekday
2776,Coffee,7/12/2016 13:35,Afternoon,Weekday
2776,Mineral water,7/12/2016 13:35,Afternoon,Weekday
2777,Bread,7/12/2016 13:48,Afternoon,Weekday
2778,Coke,7/12/2016 14:01,Afternoon,Weekday
2778,Coke,7/12/2016 14:01,Afternoon,Weekday
2778,Cookies,7/12/2016 14:01,Afternoon,Weekday
2780,Bread,7/12/2016 14:23,Afternoon,Weekday
2780,Bread,7/12/2016 14:23,Afternoon,Weekday
2781,Coffee,7/12/2016 14:31,Afternoon,Weekday
2781,Coffee,7/12/2016 14:31,Afternoon,Weekday
2781,Sandwich,7/12/2016 14:31,Afternoon,Weekday
2782,Bread,7/12/2016 14:45,Afternoon,Weekday
2782,Coffee,7/12/2016 14:45,Afternoon,Weekday
2783,Tea,7/12/2016 14:47,Afternoon,Weekday
2783,Coffee,7/12/2016 14:47,Afternoon,Weekday
2785,Tea,7/12/2016 15:16,Afternoon,Weekday
2785,Coffee,7/12/2016 15:16,Afternoon,Weekday
2786,Hot chocolate,7/12/2016 16:00,Afternoon,Weekday
2787,Coffee,7/12/2016 16:25,Afternoon,Weekday
2787,Coffee,7/12/2016 16:25,Afternoon,Weekday
2787,Alfajores,7/12/2016 16:25,Afternoon,Weekday
2788,Fudge,7/12/2016 17:04,Evening,Weekday
2788,Jam,7/12/2016 17:04,Evening,Weekday
2788,Cake,7/12/2016 17:04,Evening,Weekday
2788,Coffee,7/12/2016 17:04,Evening,Weekday
2789,Cake,8/12/2016 8:26,Morning,Weekday
2790,Coffee,8/12/2016 8:46,Morning,Weekday
2790,Bread,8/12/2016 8:46,Morning,Weekday
2791,Pastry,8/12/2016 9:03,Morning,Weekday
2791,Coffee,8/12/2016 9:03,Morning,Weekday
2792,Coffee,8/12/2016 9:04,Morning,Weekday
2792,Pastry,8/12/2016 9:04,Morning,Weekday
2793,Coffee,8/12/2016 9:14,Morning,Weekday
2793,Pastry,8/12/2016 9:14,Morning,Weekday
2794,Truffles,8/12/2016 9:18,Morning,Weekday
2794,Bread,8/12/2016 9:18,Morning,Weekday
2795,Coffee,8/12/2016 9:26,Morning,Weekday
2796,Coffee,8/12/2016 9:28,Morning,Weekday
2797,Coffee,8/12/2016 9:32,Morning,Weekday
2797,Toast,8/12/2016 9:32,Morning,Weekday
2797,Vegan mincepie,8/12/2016 9:32,Morning,Weekday
2797,Mineral water,8/12/2016 9:32,Morning,Weekday
2797,Coffee,8/12/2016 9:32,Morning,Weekday
2798,Medialuna,8/12/2016 9:33,Morning,Weekday
2798,Bread,8/12/2016 9:33,Morning,Weekday
2799,Coffee,8/12/2016 9:44,Morning,Weekday
2799,Cake,8/12/2016 9:44,Morning,Weekday
2800,Coffee,8/12/2016 10:09,Morning,Weekday
2800,Pastry,8/12/2016 10:09,Morning,Weekday
2801,Coffee,8/12/2016 10:16,Morning,Weekday
2802,Coffee,8/12/2016 10:40,Morning,Weekday
2803,Bread,8/12/2016 10:53,Morning,Weekday
2803,Cake,8/12/2016 10:53,Morning,Weekday
2803,Cookies,8/12/2016 10:53,Morning,Weekday
2804,Coffee,8/12/2016 10:55,Morning,Weekday
2804,Tea,8/12/2016 10:55,Morning,Weekday
2804,Bread,8/12/2016 10:55,Morning,Weekday
2804,Cake,8/12/2016 10:55,Morning,Weekday
2805,Toast,8/12/2016 11:02,Morning,Weekday
2805,Juice,8/12/2016 11:02,Morning,Weekday
2806,Bread,8/12/2016 11:03,Morning,Weekday
2807,Pastry,8/12/2016 11:04,Morning,Weekday
2807,Pastry,8/12/2016 11:04,Morning,Weekday
2808,Coffee,8/12/2016 11:26,Morning,Weekday
2809,Truffles,8/12/2016 11:27,Morning,Weekday
2810,Tea,8/12/2016 11:35,Morning,Weekday
2811,Bread,8/12/2016 11:36,Morning,Weekday
2812,Farm House,8/12/2016 11:39,Morning,Weekday
2813,Coffee,8/12/2016 11:51,Morning,Weekday
2813,Cake,8/12/2016 11:51,Morning,Weekday
2814,Coffee,8/12/2016 11:53,Morning,Weekday
2814,Sandwich,8/12/2016 11:53,Morning,Weekday
2815,Tea,8/12/2016 12:19,Afternoon,Weekday
2816,Hearty & Seasonal,8/12/2016 12:45,Afternoon,Weekday
2816,Tea,8/12/2016 12:45,Afternoon,Weekday
2817,Coffee,8/12/2016 13:03,Afternoon,Weekday
2818,Coffee,8/12/2016 13:04,Afternoon,Weekday
2819,Tea,8/12/2016 13:41,Afternoon,Weekday
2819,Cake,8/12/2016 13:41,Afternoon,Weekday
2820,Farm House,8/12/2016 13:42,Afternoon,Weekday
2821,Coffee,8/12/2016 13:53,Afternoon,Weekday
2822,Coffee,8/12/2016 14:20,Afternoon,Weekday
2823,Bread,8/12/2016 14:34,Afternoon,Weekday
2824,Coffee,8/12/2016 15:11,Afternoon,Weekday
2824,Cake,8/12/2016 15:11,Afternoon,Weekday
2825,Cake,8/12/2016 15:17,Afternoon,Weekday
2826,Alfajores,8/12/2016 15:40,Afternoon,Weekday
2826,Medialuna,8/12/2016 15:40,Afternoon,Weekday
2826,Brownie,8/12/2016 15:40,Afternoon,Weekday
2827,Bread,8/12/2016 15:41,Afternoon,Weekday
2828,Bread,8/12/2016 16:54,Afternoon,Weekday
2829,Bread,9/12/2016 9:03,Morning,Weekday
2829,Jam,9/12/2016 9:03,Morning,Weekday
2830,Tea,9/12/2016 9:05,Morning,Weekday
2830,Sandwich,9/12/2016 9:05,Morning,Weekday
2831,Coffee,9/12/2016 9:13,Morning,Weekday
2831,Medialuna,9/12/2016 9:13,Morning,Weekday
2831,Juice,9/12/2016 9:13,Morning,Weekday
2831,Coke,9/12/2016 9:13,Morning,Weekday
2832,Toast,9/12/2016 9:15,Morning,Weekday
2832,Coffee,9/12/2016 9:15,Morning,Weekday
2832,Bread,9/12/2016 9:15,Morning,Weekday
2833,Bread,9/12/2016 9:17,Morning,Weekday
